Bug ID,"Severity","Priority","Status","Assignee","Reporter","Product","Category","Component","Keywords","Build","Regression","Summary"
2372038,"critical","P1","closed","alanh","ljack","VDI","Blast Integration","Win Client",,14013864,"---","[New Client] Password cannot be entered after pressing ctrl+alt+del  to unlock the screen"
2372055,"critical","P1","closed","vjiang","ltim","VDI","Blast Networking","client-common",,14021669,"Unknown","With Web Proxy, the Blast session cannot recovery for 20 seconds network inactive."
2372111,"serious","P1","closed","ksong","yanchaozhang","VDI","Linux Agent","Single Sign-on","linuxvdi-multiple-session, view-agent-auto-lx",14019980,"Yes","True SSO failed to work on Ubuntu1604"
2372164,"serious","P1","closed","remote-desktop-experts","zlin","VDI","Virtual Channel SDKs","VDPService","PAfeature-BJauto",14019431,"---","Client fail to steal the session in stealing stress test and error was found ASSERT D:\build\ob\bora-1401843\bora\lib\public\pooledLinkList.h:229"
2372203,"critical","P1","closed","blast-networking-sensei","ltim","VDI","Blast Networking","client-win",,14021669,"Unknown","With web proxy enabled, after network recovery the Blast session mks get 2 minutes's freeze."
2372291,"minor","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Two mouse pointers appear when browser redirection and click WinCDK toolbar menu"
2372314,"serious","P1","new","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Image fuzzy after changing the DPI of client side"
2372339,"serious","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Extension does not work if too many address in the Urlwhitelist"
2372382,"critical","P1","closed","alanh","zlin","VDI","Blast Integration","Win Client","PAfeature-BJauto",14019431,"Yes","[New Client] The low similarity of  overlay image results in a dozen failure tests"
2372740,"critical","P1","closed","chenyu","chenyu","VDI","Linux Agent","Core-Agent",,,"---","[AT][Multiple Session] desktopController crash at Redhat/CentOS 6"
2372741,"critical","P1","closed","hangl","chenyu","VDI","Linux Agent","Core-Agent",,,"---","[AT][Multiple Session] Xorg does not quit as expected when restart viewagent service"
2372743,"critical","P1","closed","ksong","chenyu","VDI","Linux Agent","Core-Agent",,,"---","[AT][Multiple Session] view client hang when logout from system at Redhat/CentOS 6.10"
2372811,"serious","P1","closed","wyattx","ljack","VDI","Thirdparty","Microsoft",,14013864,"---","Sometimes the agent desktop window cannot be resized or moved any more after resizing it for some times"
2372823,"serious","P1","closed","vjiang","swan","VDI","Blast Integration","Security",,14027510,"---","[SSL Proxy]Connection verified with certificate check when the client enables SSL Proxy certificate checking mode and connects to the remote desktop without proxy server or via plain http proxy server"
2372870,"serious","P1","closed","wyattx","swan","VDI","Blast Integration","Client Common",,14027510,"---","The setting to bypass proxy for FQDN address failed to take effect when the client directly connects to the agent via the proxy server"
2372895,"serious","P1","closed","shuaibingw","swan","VDI","Remote Client","client common",,14027510,"---","[SSL Proxy]Users might think the new setting ""SSL Proxy certificate checking mode"" in the client UI works with PCoIP"
2372907,"serious","P1","closed","bentonj","ljack","VDI","Blast Protocol","Other",,14028128,"---","[Dynamic Encoder] Need enhancement for the Switch Encoder log for multi-monitor scenario"
2373027,"critical","P2","closed","chenyu","chenyu","VDI","Linux Agent","Core-Agent",,,"---","[Multiple Session][Redhat610] Authenticate message box appears after logon"
2373042,"serious","P1","closed","alanh","ljack","VDI","Blast Integration","Win Client",,14030801,"---","[New Client] RMKS crash occasionally when launching agent desktop"
2373173,"critical","P1","closed","joeqiux","zlin","VDI","Virtual Channel SDKs","VDPService","PAfeature-BJauto",14028453,"Yes","vdpieutil dump and test app dump was found during rpc test"
2373181,"critical","P1","closed","nirmitd","ltim","VDI","Multimedia","HTML5 Video Redirection",,14028391,"Unknown","Linux client rmks crash after blast session is connected."
2373340,"critical","P1","closed","ksong","alanh","VDI","Linux Agent","Core-Agent",,14045056,"---","Can't start session to Linux Agent on multiple distros"
2373579,"serious","P1","new","joeqiux","kli","VDI","Microsoft Teams","Agent",,,"---","native does not get VDI's video after both users turns video off/on"
2373690,"serious","P1","closed","yyu1","pewang","VDI","Remote Client","wincdk client",,14037236,"No","displayname attribute not found msg popup after imported client GPO"
2373691,"critical","P1","closed","appblast-guru","swan","VDI","Blast Integration","Security",,14032196,"---","[SSL Proxy]Blast connection via SSL proxy can succeed when both certificate and thumbprint verified failed"
2373790,"serious","P1","closed","appblast-guru","ljack","VDI","Blast Protocol","H264",,14037216,"Yes","[Collab] Sometimes H264 is not used when connecting shadow session"
2373881,"critical","P1","closed","mzang","zlin","VDI","MKS","Uknown","PAfeature-BJauto",14032196,"---","CDR failed in session stealing stress test"
2373890,"serious","P2","new","hbai","ljack","VDI","Client Displays","Mac",,14037216,"---","In full screen mode, when moving the cursor to the top, part of the cursor is hidden"
2373987,"critical","P1","closed","amold","scheng","VDI","Blast Networking","BEAT Side Channel","USB-over-VDPService",14031970,"---","""USB Initializing..."" shows up sometimes over beat side channel."
2374045,"critical","P1","closed","kelsallt","kelsallt","VDI","Blast Protocol","Display",,13965067,"---","[Linux VDI][HW encoder] Last frame(s) not displayed"
2374323,"serious","P1","closed","haishanw","kli","VDI","Microsoft Teams","Agent",,,"---","native hears 0.5-3 sec of static when either user turns camera on/off"
2374330,"serious","P1","resolved","joeqiux","kli","VDI","Microsoft Teams","Agent",,,"---","background color key is seen"
2374449,"critical","P1","closed","chenyu","yanchaozhang","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session, view-agent-auto-lx",,"Yes","Broker still show ""Available"" status after user login to the desktop from view client"
2374501,"serious","P1","closed","yun","yanchaozhang","VDI","Linux Agent","Installer",,,"No","please enable collaboration in RHEL 8"
2374504,"serious","P1","closed","yun","yanchaozhang","VDI","Linux Agent","Installer",,,"---","please enable audioin on RHEL 8"
2374599,"serious","P1","closed","linali","scheng","VDI","Remote Client","lx client","Blast-Collaboration, TestBlocker",14040903,"---","[Collab] Fails to connect shadow session from Redhat 6.10 in automation env"
2374684,"serious","P1","closed","jhuo","zlin","VDI","PCoIP Protocol","server","PAfeature-BJauto",14040708,"---","Sometimes pcoip_server_win32 dumps was found during session stealing stress test"
2374817,"serious","P1","closed","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","[PCoIP][Traditional Address bar only]IP roaming will cause long time color block appears"
2375098,"serious","P1","closed","blast-networking-sensei","presslerv","VDI","Blast Networking","vVC (VMware Virtual Channels)","found-by-benev",,"---","[BENeV][Vvc]Crash when acquiring lock from VvcIsAnyDataQueued()"
2375258,"serious","P1","closed","joeqiux","kli","VDI","Microsoft Teams","Agent",,,"---","When joining meeting, self preview is cropped"
2375637,"serious","P1","closed","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","[PCoIP]""Page is being redirected..."" keeps long time after desktop is recovered from network disconnection"
2375644,"critical","P1","closed","alanh","zlin","VDI","Blast Integration","Win Client","PAfeature-BJauto",14057118,"---","vmware-remotemks dump was found in session stealing test"
2375651,"serious","P1","closed","amold","scheng","VDI","Blast Networking","Other","USB-others",14056889,"---","""The connection to the remote computer ended"" error pops up sometimes after logging off remote desktop."
2375652,"critical","P1","closed","hbai","swan","VDI","Blast Integration","Win Client",,14057118,"---","[New Client] Changed status of NumLock, CapsLock, and ScrollLock in the agent failed to sync up with the client"
2375681,"serious","P1","closed","blast-networking-sensei","txiong","VDI","Blast Networking","Other","CART-Sys-Stress, HorizonRDSH",14050582,"Yes","[New Client] Some App sessions of Blast failed to be established due to black screen during repeated testing of logon-logout with 150 sessions"
2375733,"serious","P1","closed","vdi-guru","smangui","VDI","Virtual Devices","mfw Windows Framework",,,"---","[MFW] Wrapper of WaitForSingleObject() for Posix platforms may lost event"
2375735,"critical","P1","closed","gsahil","abhishekl","VDI","Instant Clone","Instant Clone Agent","erqe2verify, hze_scale_710",14000344,"---","[SCALE+VDI+ Blast] Few users failed to do SSO logon and stuck at Ctrl Alt Del screen during VDI Logon-Logoff test"
2375767,"serious","P1","closed","alanh","swan","VDI","Blast Integration","Win Client",,14473124,"---","[New Client][Blast]  NumLock, CapLock and ScrollLock in the agent failed to sync up with client when the client connects to the agent"
2375788,"serious","P1","closed","yun","yanchaozhang","VDI","Linux Agent","Installer",,14057292,"No","vm-selinux-config  error for  of RHEL 8 prompt during uninstallation"
2375832,"serious","P1","closed","yun","yanchaozhang","VDI","Linux Agent","Installer","linuxvdi-multiple-session",14057292,"---","[RHEL8] viewagent service quit when selinux is enabled"
2375835,"serious","P1","closed","dperi","txiong","VDI","Blast Protocol","H264","CART-Sys-Stress, HorizonRDSH",14059491,"---","[New Client]Notepad failed to be displayed as seamless window and CDR failed to work in some sessions during repeated logon-logout testing with 60 sessions"
2375855,"serious","P1","closed","nirmitd","xinshul","VDI","Multimedia","Browser Redirection",,,"---","(PCoIP) Blank page problem after ""Could not establish tunnel connection"" with Browser Redirection extension"
2375881,"serious","P1","closed","remote-desktop-experts","huanguoz","VDI","RMKS","win","BAT, CART-AIR-Automation",14057118,"---","RMKS dump created when execute URL redirection bats case(D:\build\ob\bora-14049540\wake\mfw\include\coreref.h @ 2899)"
2376373,"minor","P1","closed","joeqiux","kli","VDI","Microsoft Teams","Agent",,,"---","videos in bottom panel (e.g. self preview) not correct size?"
2376393,"serious","P1","new","haishanw","kli","VDI","Microsoft Teams","Client",,,"---","built in camera light remains on after ending p2p call [msft 111244]"
2376406,"serious","P1","new","haishanw","kli","VDI","Microsoft Teams","Client",,,"---","[MSFT 114005] Edge Teams sometimes takes ~12 seconds to show incoming video after VDI resumes hold"
2376528,"serious","P1","closed","zzhou","xiaodongz","VDI","Seamless Windows","Agent","CART-Sys-Stress, HorizonRDSH",14059491,"---","[RDSH][session0]]one vmwareview-rdeserver.dmp was generated during session0 test with 60 clients [D:\build\ob\bora-14059160\bora\lib\misc\windowsUtil.c @ 262]"
2376655,"critical","P1","closed","dcheah","scheng","VDI","Blast Integration","Collaboration","Blast-Collaboration",,"---","[Collab] Cursor is not shown in shadow session with Relative Mouse enabled while main display is on the right"
2376664,"critical","P1","closed","alanh","txiong","VDI","RMKS","win","CART-Sys-Stress, HorizonRDSH, TestBlocker",14057118,"Yes","Some sessions were disconnected due to rmks dump during 150 sessions testing to RDSH"
2376728,"serious","P1","closed","nge","xiaodongz","VDI","Virtual Devices","Scanner Redirection","CART-Sys-Stress, HorizonRDSH",14059491,"---","[RDSH][session0]]one html5server.dmp was generated during session0 test with 60 clients [D:\build\ob\bora-14059160\bora\lib\misc\win32u.c @ 135]"
2376753,"critical","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","[Traditional Address only]Cannot redirect browser content when the agent cannot access the website"
2376811,"serious","P1","closed","alanh","xiaodongz","VDI","Blast Integration","Win Client","CART-Sys-Stress, HorizonRDSH",14059491,"---","[RDSH][Blast]one vmware-remotemks.dmp dump file generated in client side during USB operation test with 10 clients"
2376833,"serious","P1","closed","kelsallt","ljack","VDI","Blast Integration","Linux Client",,14065315,"Yes","[New Client] Error messages reported when connecting to an existing session with 3840x2160 and scaling 200%"
2376858,"critical","P1","closed","vjiang","ysan","VDI","Blast Integration","Win Client",,14062796,"---","[SSL proxy]Could not connect to agent if enable BSG at UAG when the BSG FQDN couldn't be resolved by public DNS"
2377340,"serious","P1","closed","haishanw","kli","VDI","Microsoft Teams","Client",,,"Yes","HP Prodesk does not get optimized incoming video"
